path,sha256,bytes
campaign_events.jsonl,0b060569a42fa745943eb4bd87fb38f2711ea071e088e2e3b244143eeb158e1d,19788
endpoint_health.json,dd117206801c66e1060afda835c5192cdcad13a3cb0d8d40d05ec1cd0ec70c33,328
frozen/ALTERNATIVE_FRONTIER_ACCEPTANCE.md,0e675990f30f5cc66b225b7ae616b0ace5560b39d136af51b8262f6c4f6eff16,1044
frozen/PREREGISTRATION.md,4adcbf08cca21c1ec0f503ebcea6ba226fae46a2048b87da24bf25b3a782b096,387
frozen/campaign_manifest.json,ba276a3f86ef6c477743f20cc277ec3ee8f0331841a6841f34c0011d3d83ee16,2165
frozen/candidate_key_confidential.json,625b9c1262a275639091c84da43aac2558d5f2210d6ee3ca53cb1d73c1d124b7,10441
frozen/case_manifest.json,2949ae57ff24373b4e0a29b41e8b358dbd9cb47191248d823e9169e910c44d11,39950
frozen/execution_plan.json,a635dee58e59c39e003e6122a6d9c7cff09acd4c2a5d511f5e3f30b9df7b0c5b,7304
frozen/held_out_oracles/cuaac.json,550f0c9206dc87fb697928ff1048cefd7183f61a441e15db82a238de54cf33e8,1924
frozen/held_out_oracles/hydrogenolysis.json,55bbba23c4dc601dffef96c77077cff3d88b92e61a7b5039af01a172948ddd65,2174
frozen/held_out_oracles/photochemical_oxidation.json,ed99351a9df1b788f96326418cdd8e158ee270b7b58b12356516240185c75447,1516
frozen/outcome_rubric.json,0974b75afb85f965472dcca446344820672aa0e5f653e57ecd381afea9bf57c6,8181
frozen/packet_metrics.json,d80d26f0e35cfe4cd91bb08bc2f1dece35baf5e8e586c740c45e8d0c94a41173,1035
frozen/source_code/build_newgen_2_0_report.py,f6f7df126a26884faa4978fe2472ab538d54d77cb834f6d8bbaa8fcffb9f81d4,19622
frozen/source_code/chief.py,5f8dfbac1b68d8e70d2ae1f5667447456045a596b6c539e88cce9c8c81498d39,191846
frozen/source_code/design_realizer.py,dff647e194c221f5bca3570bba57442bb0f5bc239e7820822728af0607bfb755,82383
frozen/source_code/execution_config.py,a5ad8fbed2813b43ab8cea045a1a33939f136a2a1aee83d64769d1b3531f286b,1722
frozen/source_code/final_design_contract.py,c65798211d5a33e98bcdba9104d4590f33edbef4ee39293ee58c6e19c11e6895,47392
frozen/source_code/llm_agents.py,c82daeea95830c20e36b53348b11851860646a6a0d893720b77c6559238092a3,34248
frozen/source_code/main.py,26d98583de9c00194222b47dd1ba176820103365c85932b580bcc81d5819fd89,115246
frozen/source_code/newgen_2_outcome.py,ecc7fe528f46addcbd3c9afb376c20ef66dcabf27cfbe59adedf00228c9e1dfe,14999
frozen/source_code/run_alternative_frontier_models_benchmark.py,24e495b5fe94a82d6903df9dd43c3704dc1308df6c39597f30a9e3e0da8ce140,4807
frozen/source_code/run_manuscript_five_case_benchmark.py,9a395c57707692b39554962c37c46618f02e8a34f127741157fd6535c898c1b8,37041
frozen/source_code/run_manuscript_three_model_repeated_benchmark.py,19a581a6ff3b25abc93c49677433e36aecce8d5e96e4328aa38bb35d4c061372,49890
frozen/source_code/run_newgen_2_0_benchmark.py,ff50343382479c4f74d56a7e9e9e848e13f60bb186069fcf71523931b3d92aaa,13996
frozen/source_code/runner.py,73d7ecfd86d4853ca7171e6bd2be67ea9c68c02879d969093ffee9f10ef51be4,30319
frozen/source_code/scoring.py,c01f1473a2e12d12c52aa4b1f55c4d56717ad4f933dd4e0d882390731620d978,87123
frozen/source_code_checksums.json,6d5b42de25f7224f56e86f3b720ea67c5df5845dba37598efde28b3bc9d851d9,1230
generation/cuaac/claude_opus_flowpilot/repeat_01/checksums.sha256,129c3271741e474f9ed346f555d04398f29244081bfbd36ee7da617885264575,1972
generation/cuaac/claude_opus_flowpilot/repeat_01/hidden_reference.json,e5142f9e4c3ee7131676360197ee0afe77c3e86c712c33540d15ac024cf3eaca,595
generation/cuaac/claude_opus_flowpilot/repeat_01/input_inventory.json,11e152ce5b782cc4f2e0382bcb431fb20bdcde453cbd910d3c50a9e533af131d,2553
generation/cuaac/claude_opus_flowpilot/repeat_01/input_public.json,a871602c89096c1ad1edd11b2f98f2f404358a7a8a5a70b44700f2f7e34d9c1a,8169
generation/cuaac/claude_opus_flowpilot/repeat_01/llm_events.jsonl,efc06ce7e344d0757ccc729e90a03990d095a1ba3c0f5689462740d717a1e4de,302740
generation/cuaac/claude_opus_flowpilot/repeat_01/metadata.json,880c9948cc86648d13a19b040fb40ce3b5fab265a332f453cd3cfa4890a2f2b5,969
generation/cuaac/claude_opus_flowpilot/repeat_01/metrics.json,37da83a59125444df1eb49677954dc2f49b361d6ccdb21a224168077d8f912de,3158
generation/cuaac/claude_opus_flowpilot/repeat_01/result.json,7c1712d89afc0940866cb24829e4ba5cf9840a1aed6437b2f5f28361ea89c5a8,239311
generation/cuaac/claude_opus_flowpilot/repeat_01/run_summary.json,bbe516e2c378b3f4904e9b1eea2372a1091478abbe18949a4b505a54986d999b,5370
generation/cuaac/claude_opus_flowpilot/repeat_01/snapshots/council_execution_config.json,2401d98bb347dc1d16d5d1f8d659b5933b77b84308ee65ebf0ed0cf52c3344da,279
generation/cuaac/claude_opus_flowpilot/repeat_01/snapshots/final_design.json,6dd330e0716172a73c7d2c021539035b20f8c83d574426c06113b4249760753b,31066
generation/cuaac/claude_opus_flowpilot/repeat_01/snapshots/process_topology.json,d3196fb5a2cb6261808b9398c7b56363d6cc07974771e71b8f63ed24dcce9aea,8044
generation/cuaac/claude_opus_flowpilot/repeat_01/snapshots/stage1_designer_result.json,bcee263752a9caae98cf6908f1107f572dde5c92b32a13b299c3ea4c71bafdfc,21597
generation/cuaac/claude_opus_flowpilot/repeat_01/snapshots/stage2_initial_scoring.json,9aa28c3b471a01215bbdf643bc2acdd455b87a2e0881dc20c52b1108568152fe,8473
generation/cuaac/claude_opus_flowpilot/repeat_01/snapshots/stage3_5_final_audit.json,0ccfb207105a5c4eab796c1564a04befa51fc8398f0954e904bbd55c9a61fd1a,885
generation/cuaac/claude_opus_flowpilot/repeat_01/snapshots/stage3_5_final_scoring.json,05fab40c9634c0762d92843bb0f61f5bd343ca0791bbd33c0e2db91624b36653,9988
generation/cuaac/claude_opus_flowpilot/repeat_01/snapshots/stage3_5_refinement_summary.json,0c11e89e3b25307d29affd35e9b26bc63fbc5d40caff655dfe8d3493b0aed5fa,1633
generation/cuaac/claude_opus_flowpilot/repeat_01/snapshots/stage3_initial_audit.json,9c32412d1e8c4f9b6ab118dc8a578ecf75addde1141e90bdd63cfc184f99fbdd,891
generation/cuaac/claude_opus_flowpilot/repeat_01/snapshots/stage4_chief_selection.json,7ca5933165c44cd39b1692932fc21be8c65d37520e3bf933a316f80cd9c87fe2,7219
generation/cuaac/claude_opus_flowpilot/repeat_01/snapshots/stage5_revision_result.json,46fa8b85291e3f0f981a474ddcc457a9af2aef141b9c249360f8f962cd4efa44,59
generation/cuaac/claude_opus_flowpilot/repeat_01/snapshots/stage6_dfmea.json,1798b10d39e7a16d442894a07b4192712a0bc11d6db8267d2adbe5e74beeab14,4577
generation/cuaac/claude_opus_flowpilot/repeat_01/stage_events.jsonl,0d54a72730ef799fe2b1df327532816ba096697b6adca6ed3ca88d1632997322,4088
generation/cuaac/claude_opus_one_shot/repeat_01/checksums.sha256,1a7a530632618daa8eeed610e1df46387a2a07f1bc90991754a82c76f0319164,908
generation/cuaac/claude_opus_one_shot/repeat_01/hidden_reference.json,e5142f9e4c3ee7131676360197ee0afe77c3e86c712c33540d15ac024cf3eaca,595
generation/cuaac/claude_opus_one_shot/repeat_01/input_inventory.json,11e152ce5b782cc4f2e0382bcb431fb20bdcde453cbd910d3c50a9e533af131d,2553
generation/cuaac/claude_opus_one_shot/repeat_01/input_public.json,a871602c89096c1ad1edd11b2f98f2f404358a7a8a5a70b44700f2f7e34d9c1a,8169
generation/cuaac/claude_opus_one_shot/repeat_01/llm_events.jsonl,a2a239e57d418478e04ae0459cd5e86ca54db676fd3ceb89e7d4f38260dbb17d,16003
generation/cuaac/claude_opus_one_shot/repeat_01/metadata.json,06ed8e9675a7936d9e60b06f5dfb86e3e1210c20341481ed9a2899958bfde93c,980
generation/cuaac/claude_opus_one_shot/repeat_01/metrics.json,c14409b0c352e69d69cc39ea19f3a650ee3f2f450da3a94cd20bb2fae213d42f,3175
generation/cuaac/claude_opus_one_shot/repeat_01/prompt.json,25b241fa6add7b4ac945176e1ac0703b23705c47096e154b2218efafed513696,5332
generation/cuaac/claude_opus_one_shot/repeat_01/raw_response.json,05c4c7093aff1e336b13f9b9de023f7bf2b756e3866f09f88c2282470de1fb86,10470
generation/cuaac/claude_opus_one_shot/repeat_01/result.json,75f79be61aff8e808275ea7a0d78fde8f9c94627cc9cd80c5d349909196860d2,29095
generation/cuaac/claude_opus_one_shot/repeat_01/run_summary.json,7c896353ab1fb9d63025ea3ee2e2b246c18ea14b937f6509e7281d74da8638f1,4679
generation/cuaac/claude_opus_one_shot/repeat_01/schema_error.json,8cce31626c777b3442be151e87b1480629d928ef3a1949d665bddebea2c9fc22,1703
generation/cuaac/gpt4o_flowpilot/repeat_01/checksums.sha256,424785209b35dcc9b92ec9e989dda172b1fbd4bad25522669a9a28530404d820,1766
generation/cuaac/gpt4o_flowpilot/repeat_01/hidden_reference.json,e5142f9e4c3ee7131676360197ee0afe77c3e86c712c33540d15ac024cf3eaca,595
generation/cuaac/gpt4o_flowpilot/repeat_01/input_inventory.json,11e152ce5b782cc4f2e0382bcb431fb20bdcde453cbd910d3c50a9e533af131d,2553
generation/cuaac/gpt4o_flowpilot/repeat_01/input_public.json,a871602c89096c1ad1edd11b2f98f2f404358a7a8a5a70b44700f2f7e34d9c1a,8169
generation/cuaac/gpt4o_flowpilot/repeat_01/llm_events.jsonl,5cc12e59ec2e64b33a4b65dc6a66763df93b8988d9ea51b7d4b8f121105afa6c,332998
generation/cuaac/gpt4o_flowpilot/repeat_01/metadata.json,3e0040d2a6b13e95a562b8e563823357c59d2f06521cac51f35a83b6d1ab10d7,952
generation/cuaac/gpt4o_flowpilot/repeat_01/metrics.json,2c74d1e92730486e34421a42acd36ef8c1348feeef9711b1daf26119bdc66a2e,3169
generation/cuaac/gpt4o_flowpilot/repeat_01/result.json,b77745b7d2cf678bec2488160deeee6aee3f64e25c3fa4150088f973a515da9f,211704
generation/cuaac/gpt4o_flowpilot/repeat_01/run_summary.json,6ad0a7948807b55788fcb9c377742663f9b784a9c74817054c098362e752f8f0,5360
generation/cuaac/gpt4o_flowpilot/repeat_01/snapshots/council_execution_config.json,2401d98bb347dc1d16d5d1f8d659b5933b77b84308ee65ebf0ed0cf52c3344da,279
generation/cuaac/gpt4o_flowpilot/repeat_01/snapshots/final_design.json,f126a2637b327e1c1b432b4a02fdb68068fff03795168fc9de1ab31d8218f3a5,30407
generation/cuaac/gpt4o_flowpilot/repeat_01/snapshots/process_topology.json,741e725d16fbf180cbf1426be8af75abf4f5d505ed695e98fcc175fb120843b6,7862
generation/cuaac/gpt4o_flowpilot/repeat_01/snapshots/stage1_designer_result.json,2875e7e669eec2fdc6d9152531ae62471aa3721a1c555635414486faa1bed668,20348
generation/cuaac/gpt4o_flowpilot/repeat_01/snapshots/stage2_initial_scoring.json,4c4270b17af0cab2c33a9184eb927596afbbb8e0934f1cc8af9f10d96d0e4e51,20866
generation/cuaac/gpt4o_flowpilot/repeat_01/snapshots/stage3_5_refinement_summary.json,22e4900fe579198e88d60e7360fa376eb1f5e401ac29c080f03d1b8887db2950,1473
generation/cuaac/gpt4o_flowpilot/repeat_01/snapshots/stage3_initial_audit.json,346978da188b82201584905844310d32ef01cff17318df0110746df626a44f8b,893
