query_id,result_id,sem_score,field_score,final_score,rank_sem,fs_pc,fs_sol,fs_wl,q_has_pc,q_has_wl,q_has_sol,rank_flora,rank_delta
op200349f.pdf,chem.201903353.pdf,0.5427849571131003,0.0,0.3256709742678601,17,0.0,0.0,0.0,False,False,False,17,0
op200349f.pdf,acs.oprd.8b00095.pdf,0.5427036081535147,0.0,0.3256221648921088,18,0.0,0.0,0.0,False,False,False,18,0
op200349f.pdf,bjoc.9.211.pdf,0.5424408143751265,0.0,0.3254644886250759,19,0.0,0.0,0.0,False,False,False,19,0
op200349f.pdf,acs.joc.6b02520.pdf,0.5423623760693203,0.0,0.32541742564159215,20,0.0,0.0,0.0,False,False,False,20,0
ja512224g.pdf,sym7031395.pdf,0.5868114508587793,0.0,0.35208687051526755,1,0.0,0.0,0.0,False,False,False,1,0
ja512224g.pdf,bjoc.5.19.pdf,0.5758911785073053,0.0,0.34553470710438317,2,0.0,0.0,0.0,False,False,False,2,0
ja512224g.pdf,science.1151787.pdf,0.5670486773538056,0.0,0.3402292064122833,3,0.0,0.0,0.0,False,False,False,3,0
ja512224g.pdf,d1cc02947a.pdf,0.5636074902882073,0.0,0.3381644941729244,4,0.0,0.0,0.0,False,False,False,4,0
ja512224g.pdf,Griffiths 등 - 2023 - MOF-based heterogeneous catalysis in continuous flow via incorporation onto polymer-based spherical.pdf,0.5553347524626241,0.0,0.33320085147757444,5,0.0,0.0,0.0,False,False,False,5,0
ja512224g.pdf,op2001047.pdf,0.5551850801033082,0.0,0.33311104806198494,6,0.0,0.0,0.0,False,False,False,6,0
ja512224g.pdf,Kohns 등 - 2018 - Hierarchical silica monoliths with submicron macropores as continuous-flow microreactors for reactio.pdf,0.5548559267160045,0.0,0.33291355602960265,7,0.0,0.0,0.0,False,False,False,7,0
ja512224g.pdf,pnas.1916401117.pdf,0.5530907552760017,0.0,0.331854453165601,8,0.0,0.0,0.0,False,False,False,8,0
ja512224g.pdf,chem.200600596.pdf,0.5528543457713992,0.0,0.33171260746283954,9,0.0,0.0,0.0,False,False,False,9,0
ja512224g.pdf,chem.200600236.pdf,0.5514244189159453,0.0,0.33085465134956715,10,0.0,0.0,0.0,False,False,False,10,0
ja512224g.pdf,acs.oprd.6b00143.pdf,0.5508796178196326,0.0,0.3305277706917795,11,0.0,0.0,0.0,False,False,False,11,0
ja512224g.pdf,cssc.201100332.pdf,0.5504667040281209,0.0,0.33028002241687254,12,0.0,0.0,0.0,False,False,False,12,0
ja512224g.pdf,d1re00016k.pdf,0.5501163879315657,0.0,0.3300698327589394,13,0.0,0.0,0.0,False,False,False,13,0
ja512224g.pdf,c2cy20260c.pdf,0.5497724988667568,0.0,0.3298634993200541,14,0.0,0.0,0.0,False,False,False,14,0
ja512224g.pdf,Natho 및 Luisi - 2023 - Flow chemistry as green technology for the genesis and use of organometallic reagents in the synthes.pdf,0.5491814161100264,0.0,0.3295088496660158,15,0.0,0.0,0.0,False,False,False,15,0
ja512224g.pdf,op034181b.pdf,0.5491681151449224,0.0,0.3295008690869534,16,0.0,0.0,0.0,False,False,False,16,0
ja512224g.pdf,acs.oprd.9b00416.pdf,0.5488125397081697,0.0,0.3292875238249018,17,0.0,0.0,0.0,False,False,False,17,0
ja512224g.pdf,s41981-020-00077-7.pdf,0.5486277524401018,0.0,0.32917665146406105,18,0.0,0.0,0.0,False,False,False,18,0
ja512224g.pdf,acs.oprd.0c00167.pdf,0.5478767385277936,0.0,0.32872604311667614,19,0.0,0.0,0.0,False,False,False,19,0
ja512224g.pdf,op2000699.pdf,0.5478128213900474,0.0,0.32868769283402843,20,0.0,0.0,0.0,False,False,False,20,0
anie.201006412 (1).pdf,anie.201006412.pdf,0.6987811889890725,0.0,0.41926871339344346,1,0.0,0.0,0.0,False,False,False,1,0
anie.201006412 (1).pdf,acsami.5b05100.pdf,0.6079471318734869,0.0,0.36476827912409215,2,0.0,0.0,0.0,False,False,False,2,0
anie.201006412 (1).pdf,anie.200904285.pdf,0.6006069859776021,0.0,0.36036419158656124,3,0.0,0.0,0.0,False,False,False,3,0
anie.201006412 (1).pdf,ja209688a.pdf,0.5922277786717453,0.0,0.35533666720304713,4,0.0,0.0,0.0,False,False,False,4,0
anie.201006412 (1).pdf,ja051381p.pdf,0.5918682015211523,0.0,0.3551209209126914,5,0.0,0.0,0.0,False,False,False,5,0
anie.201006412 (1).pdf,s-0029-1217828.pdf,0.5891789237471785,0.0,0.3535073542483071,6,0.0,0.0,0.0,False,False,False,6,0
anie.201006412 (1).pdf,ie101346u.pdf,0.5870899260695602,0.0,0.3522539556417361,7,0.0,0.0,0.0,False,False,False,7,0
anie.201006412 (1).pdf,gps-2016-0138.pdf,0.5808296964557373,0.0,0.3484978178734424,8,0.0,0.0,0.0,False,False,False,8,0
anie.201006412 (1).pdf,ceat.200600353.pdf,0.5780469611954142,0.0,0.3468281767172485,9,0.0,0.0,0.0,False,False,False,9,0
anie.201006412 (1).pdf,C3GC40407B.pdf,0.5759224279332766,0.0,0.34555345675996596,10,0.0,0.0,0.0,False,False,False,10,0
anie.201006412 (1).pdf,j.ces.2018.06.050.pdf,0.5719858654414324,0.0,0.3431915192648594,11,0.0,0.0,0.0,False,False,False,11,0
anie.201006412 (1).pdf,op100123e.pdf,0.5696210858007262,0.0,0.34177265148043573,12,0.0,0.0,0.0,False,False,False,12,0
anie.201006412 (1).pdf,c2cy20260c.pdf,0.5691677718765464,0.0,0.34150066312592786,13,0.0,0.0,0.0,False,False,False,13,0
anie.201006412 (1).pdf,nl0485859.pdf,0.5685886872115609,0.0,0.3411532123269365,14,0.0,0.0,0.0,False,False,False,14,0
anie.201006412 (1).pdf,ange.200500792.pdf,0.5648969176441349,0.0,0.3389381505864809,15,0.0,0.0,0.0,False,False,False,15,0
anie.201006412 (1).pdf,Kohns 등 - 2018 - Hierarchical silica monoliths with submicron macropores as continuous-flow microreactors for reactio.pdf,0.5621872097672372,0.0,0.3373123258603423,16,0.0,0.0,0.0,False,False,False,16,0
anie.201006412 (1).pdf,op049857x.pdf,0.5604794856272121,0.0,0.33628769137632725,17,0.0,0.0,0.0,False,False,False,17,0
anie.201006412 (1).pdf,biot.201800244.pdf,0.56033958071045,0.0,0.33620374842627,18,0.0,0.0,0.0,False,False,False,18,0
anie.201006412 (1).pdf,c4lc00390j.pdf,0.5596765032000716,0.0,0.33580590192004295,19,0.0,0.0,0.0,False,False,False,19,0
anie.201006412 (1).pdf,Nguyen 등 - 2025 - Cognitively Driven Autonomous Flow Chemistry for Producing On-Demand Perovskite Quantum Dots Via Adv.pdf,0.5575757483277939,0.0,0.3345454489966763,20,0.0,0.0,0.0,False,False,False,20,0
j.ces.2018.06.050.pdf,s41981-021-00172-3.pdf,0.6387229719576842,0.0,0.38323378317461054,1,0.0,0.0,0.0,False,False,False,1,0
j.ces.2018.06.050.pdf,photochemflow (61).pdf,0.6159774356892965,0.0,0.3695864614135779,2,0.0,0.0,0.0,False,False,False,2,0
j.ces.2018.06.050.pdf,nl0485859.pdf,0.6078581823860446,0.0,0.36471490943162677,3,0.0,0.0,0.0,False,False,False,3,0
j.ces.2018.06.050.pdf,acsami.5b05100.pdf,0.5941951005839758,0.0,0.3565170603503855,4,0.0,0.0,0.0,False,False,False,4,0
j.ces.2018.06.050.pdf,anie.200904285.pdf,0.5817011852431607,0.0,0.34902071114589645,5,0.0,0.0,0.0,False,False,False,5,0
j.ces.2018.06.050.pdf,gps-2016-0138.pdf,0.5786950839119458,0.0,0.3472170503471675,6,0.0,0.0,0.0,False,False,False,6,0
j.ces.2018.06.050.pdf,Abou-Hassan 등 - 2012 - Synthesis of cobalt ferrite nanoparticles in continuous-flow microreactors.pdf,0.5741327853275939,0.0,0.34447967119655637,7,0.0,0.0,0.0,False,False,False,7,0
j.ces.2018.06.050.pdf,acs.iecr.9b03045.pdf,0.5724442154070224,0.0,0.34346652924421345,8,0.0,0.0,0.0,False,False,False,8,0
j.ces.2018.06.050.pdf,anie.201006412 (1).pdf,0.5719858654414324,0.0,0.3431915192648594,9,0.0,0.0,0.0,False,False,False,9,0
j.ces.2018.06.050.pdf,chem.201903353.pdf,0.5706533355924437,0.0,0.3423920013554662,10,0.0,0.0,0.0,False,False,False,10,0
j.ces.2018.06.050.pdf,ceat.200600353.pdf,0.5658992139172773,0.0,0.3395395283503663,11,0.0,0.0,0.0,False,False,False,11,0
j.ces.2018.06.050.pdf,j.mcat.2020.110884.pdf,0.5652436093932754,0.0,0.3391461656359653,12,0.0,0.0,0.0,False,False,False,12,0
j.ces.2018.06.050.pdf,d0re00335b.pdf,0.5627048339954028,0.0,0.3376229003972417,13,0.0,0.0,0.0,False,False,False,13,0
j.ces.2018.06.050.pdf,acs.orglett.6b01681.pdf,0.5624014833360418,0.0,0.3374408900016251,14,0.0,0.0,0.0,False,False,False,14,0
j.ces.2018.06.050.pdf,Kang 등 - 2026 - Fully automated and high-fidelity robotic platform enabling accelerated discovery of nanocatalysts.pdf,0.5581947498526957,0.0,0.3349168499116174,15,0.0,0.0,0.0,False,False,False,15,0
